HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Unique_ID,Input.1,Input.2,Input.3,Input.4,Input.5,Input.6,Input.7,Input.8,Input.9,Input.10,Input.11,Input.12,Input.13,Input.14,Answer.Age,Answer.Education,Answer.Gender,Answer.Q10Credibility,Answer.Q11Credibility,Answer.Q12Credibility,Answer.Q13Credibility,Answer.Q14Credibility,Answer.Q1Credibility,Answer.Q2Credibility,Answer.Q3Credibility,Answer.Q4Credibility,Answer.Q5Credibility,Answer.Q6Credibility,Answer.Q7Credibility,Answer.Q8Credibility,Answer.Q9Credibility,Answer.US,Answer.freeEntry,Answer.valid,Approve,Reject
3I4E7AFQ2KZOCA7IMTA36PXBLSKJTD,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3AMYWKA6YBMYY7LXWW0HSVI3F57O6N,AUJPYSYU7YL5,Approved,Thu Nov 30 09:35:32 PST 2017,Thu Nov 30 09:38:10 PST 2017,Tue Dec 05 09:38:10 PST 2017,Fri Dec 01 06:45:21 PST 2017,,,158,100% (1/1),100% (1/1),100% (1/1),2268345,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.3.jpg,38,Professional,,4,3,2,3,3,7,4,4,1,5,3,2,2,3,No,{},4,,
3I7KR83SNAD03F4M685YG4WC6AH9K2,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3XIQGXAUMC84WGDUGXS5HM9SML07XG,ADX29HHAEL05W,Approved,Thu Nov 30 09:55:43 PST 2017,Thu Nov 30 09:58:25 PST 2017,Tue Dec 05 09:58:25 PST 2017,Fri Dec 01 06:45:22 PST 2017,,,162,100% (1/1),100% (1/1),100% (1/1),63926008,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.3.jpg,31,Associate,Female,5,1,3,5,3,4,4,5,6,6,5,4,2,3,,no,4,,
3IKMEYR0LWVP3VJNLZQJ6HOY0472K3,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,33C7UALJVLY06TXKJ9Z40D1MSQ318H,A1MA5E7XM7450V,Approved,Thu Nov 30 10:54:37 PST 2017,Thu Nov 30 10:56:56 PST 2017,Tue Dec 05 10:56:56 PST 2017,Fri Dec 01 06:45:22 PST 2017,,,139,100% (1/1),100% (1/1),100% (1/1),4543215,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.2.jpg,32,Associate,Male,4,4,3,4,4,4,4,4,5,4,4,4,4,4,Yes,{},4,,
3INZSNUD80QSP9YCERJBCR1MM1K9DP,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,3WLEIWSYHOH0OPG95HTOI94QNH2H2S,A3CV0AEQ8HOJ0U,Approved,Fri Dec 01 01:11:19 PST 2017,Fri Dec 01 01:12:33 PST 2017,Wed Dec 06 01:12:33 PST 2017,Fri Dec 01 06:45:22 PST 2017,,,74,100% (1/1),100% (1/1),100% (1/1),17726137,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.3.jpg,28,Master,Male,7,5,7,6,6,7,6,7,6,7,5,7,4,7,Yes,i have impressed,4,,
3IZVJEBJ6AK8AR1A825WJ9TNKIM6ZA,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,33L7PJKHCGY1FD9TLSJE6JKHKBTT8L,AKA81MPXUELWS,Approved,Fri Dec 01 02:46:21 PST 2017,Fri Dec 01 02:49:18 PST 2017,Wed Dec 06 02:49:18 PST 2017,Fri Dec 01 06:45:22 PST 2017,,,177,100% (1/1),100% (1/1),100% (1/1),4943150,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.3.jpg,37,Bachelor,Female,7,7,7,7,7,4,6,7,6,5,7,7,7,7,No,No.,4,,
3KI0JD2ZU1IPQHV4P7DDSP0OAP976J,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:14 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:14 PST 2017,,,3AMW0RGHOD2OQS3QADZDJ69FK25PNW,A2ZT1A93QPLDKW,Approved,Thu Nov 30 15:24:57 PST 2017,Thu Nov 30 15:30:34 PST 2017,Tue Dec 05 15:30:34 PST 2017,Fri Dec 01 06:45:22 PST 2017,,,337,100% (1/1),100% (1/1),100% (1/1),95420340,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.3.jpg,31,Bachelor,Female,2,4,2,5,5,2,6,2,5,4,7,6,4,3,No,{},4,,
3L1EFR8WWT5PNTC85XE10R47YE09F0,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,3IJXV6UZ1XJHO48EQPQAJTDDZL4IR6,A15CL9A9FVSJDW,Approved,Thu Nov 30 16:07:31 PST 2017,Thu Nov 30 16:17:00 PST 2017,Tue Dec 05 16:17:00 PST 2017,Fri Dec 01 06:45:22 PST 2017,,,569,100% (1/1),100% (1/1),100% (1/1),17412336,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.2.jpg,22,High school,Male,4,6,4,6,4,5,5,4,6,4,5,4,5,6,Yes,No.,4,,
3L60IFZKF3I2GVLXYZQTGTE8X6LHHW,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,33PPUNGG3853JUXOQTEWJOG3VYXRZ3,ACPQ7NNM1NK3G,Approved,Thu Nov 30 14:48:53 PST 2017,Thu Nov 30 14:52:15 PST 2017,Tue Dec 05 14:52:15 PST 2017,Fri Dec 01 06:45:22 PST 2017,,,202,100% (1/1),100% (1/1),100% (1/1),9616905,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.1.jpg,27,Bachelor,Male,5,6,6,5,6,7,6,6,6,7,7,6,5,6,Yes,No problems,4,,
3LAZVA75NIR8TM42JRICDY57K9H2ON,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,31LVTDXBL7AJE5GKBSNNB955GQQLRH,A2ZLJ54OLKRIN3,Approved,Fri Dec 01 01:00:17 PST 2017,Fri Dec 01 02:02:07 PST 2017,Wed Dec 06 02:02:07 PST 2017,Fri Dec 01 06:45:22 PST 2017,,,3710,100% (1/1),100% (1/1),100% (1/1),6971567,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.2.jpg,26,Bachelor,Female,2,2,2,4,2,5,2,6,6,4,5,4,6,5,Yes,No,4,,
3LCXHSGDLT6FMU8BJSUMZ4OXE1AESY,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,33CID57104TRV3VI02MRTB2PAADL3C,A2V272VAW0GIPL,Approved,Thu Nov 30 10:39:38 PST 2017,Thu Nov 30 13:31:29 PST 2017,Tue Dec 05 13:31:29 PST 2017,Fri Dec 01 06:45:22 PST 2017,,,10311,100% (1/1),100% (1/1),100% (1/1),4052727,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.2.jpg,46,Bachelor,Female,7,1,1,4,4,5,3,6,5,3,7,6,4,6,Yes,no,4,,
3LEG2HW4UFNEN9R9KOZMQ4WTS8Q2F1,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,3YOH7BII0970N6FJZCGWX6HTCURKVV,ABQKQQ8BD24BF,Approved,Thu Nov 30 09:52:47 PST 2017,Thu Nov 30 09:58:41 PST 2017,Tue Dec 05 09:58:41 PST 2017,Fri Dec 01 06:45:23 PST 2017,,,354,100% (1/1),100% (1/1),100% (1/1),88359312,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.1.jpg,61,High school,Female,7,6,6,6,6,6,6,6,7,6,6,6,6,6,Yes,{},4,,
3LG268AV3863LF8Y43UH9UJ1SZRERA,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3DYGAII7PL89TPGIQ5RUN04KPD5QPX,A31UVMRUFGGJ12,Approved,Thu Nov 30 17:27:15 PST 2017,Thu Nov 30 17:34:21 PST 2017,Tue Dec 05 17:34:21 PST 2017,Fri Dec 01 06:45:23 PST 2017,,,426,100% (1/1),100% (1/1),100% (1/1),44099484,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.2.jpg,26,Bachelor,Female,6,5,6,5,5,6,6,4,5,5,5,5,5,6,Yes,"NOTHING,I AM COMFORTABLE FOR THIS STUDY.NICE EXPERIENCE",4,,
3MG8450X2OAZYYP5HB5X8H5PD5WUPE,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:09 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:09 PST 2017,,,3CTOC39K37Q31W85ZTD4QD1DBMH7JM,A2238DIUUMS7AQ,Approved,Thu Nov 30 09:33:27 PST 2017,Thu Nov 30 09:39:02 PST 2017,Tue Dec 05 09:39:02 PST 2017,Fri Dec 01 06:45:23 PST 2017,,,335,100% (1/1),100% (1/1),100% (1/1),24809946,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.1.jpg,24,Master,Female,7,7,6,7,7,6,5,7,6,7,7,7,7,6,No,NO,4,,
